day,daily_tweet_count,daily_score
2017-01-14,324,0.21142623456790122
2017-01-15,423,0.2502033096926714
2017-01-16,455,0.11542769230769231
2017-01-17,1006,0.18995974155069584
2017-01-18,879,0.1384117178612059
2017-01-19,942,0.05425042462845011
2017-01-20,592,0.15042043918918918
2017-01-21,457,0.12616061269146608
2017-01-22,659,0.10986646433990896
2017-01-23,909,0.057650385038503844
2017-01-24,1001,0.07372767232767233
2017-01-25,1287,0.19452836052836053
2017-01-26,950,0.027961578947368417
2017-01-27,754,0.09906392572944296
2017-01-28,410,0.15094243902439025
2017-01-29,46,1.1139108695652176
2017-01-30,1082,0.11724944547134936
2017-01-31,2730,0.3871946153846154
2017-02-01,3451,0.20628626485076787
2017-02-02,1353,0.1272237989652624
2017-02-03,1193,0.0636376362112322
2017-02-04,399,0.1822624060150376
2017-02-05,467,0.07654004282655247
2017-02-06,893,0.12229910414333706
2017-02-07,1199,0.09601551292743953
2017-02-08,1141,0.21703689745836985
2017-02-09,862,0.5651533642691415
2017-02-10,928,0.035929418103448275
2017-02-11,313,0.15709361022364215
2017-02-12,295,0.25367627118644065
2017-02-13,1426,0.16682868162692846
2017-02-14,1640,0.22410920731707318
2017-02-15,1240,0.2052008870967742
2017-02-16,980,0.13578642857142856
2017-02-17,765,0.125140522875817
2017-02-18,442,0.1860052036199095
2017-02-19,374,0.005554812834224584
2017-02-20,602,0.15602857142857143
2017-02-21,874,0.08292677345537756
2017-02-22,534,0.6857569288389513
2017-02-23,826,0.10060460048426151
2017-02-24,848,0.061547759433962256
2017-02-25,387,0.15165038759689922
2017-02-26,239,0.3243715481171548
2017-02-27,1193,0.2152940486169321
2017-02-28,1031,0.1564556741028128
2017-03-01,979,0.1807555669050051
2017-03-02,804,0.1690058457711443
2017-03-03,762,0.09553503937007873
2017-03-04,270,0.15393074074074073
2017-03-05,339,0.2932439528023599
2017-03-06,774,0.10754198966408268
2017-03-07,815,0.04800993865030674
2017-03-08,715,0.0148676923076923
2017-03-09,557,0.810905026929982
2017-03-10,456,-0.06898552631578948
2017-03-11,207,0.18649178743961353
2017-03-12,190,0.2619721052631579
2017-03-13,12,0.7458333333333332
2017-03-14,422,0.25875663507109004
2017-03-15,615,0.30210894308943087
2017-03-16,642,0.24371978193146415
2017-03-17,628,0.13813821656050956
2017-03-18,315,0.2026552380952381
2017-03-19,251,0.2036362549800797
2017-03-20,693,0.2636207792207792
2017-03-21,1302,0.16858448540706605
2017-03-22,872,0.14216490825688072
2017-03-23,553,0.10575280289330923
2017-03-24,595,-1.5202250420168066
2017-03-25,143,0.06206503496503496
2017-03-26,175,0.19321714285714287
2017-03-27,535,0.5793633644859812
2017-03-28,27,-0.004729629629629623
2017-03-29,728,0.17924615384615383
2017-03-30,561,-1.3790882352941176
2017-03-31,515,0.30317747572815534
2017-04-01,234,0.8398388888888889
2017-04-02,224,0.3387397321428572
2017-04-03,626,0.24135335463258786
2017-04-04,636,0.14875880503144653
2017-04-05,602,0.8517230897009966
2017-04-06,490,0.6670779591836735
2017-04-07,429,0.29122027972027975
2017-04-08,189,0.26570158730158727
2017-04-09,155,0.05766322580645162
2017-04-10,52,0.07574423076923077
2017-04-11,664,0.0473394578313253
2017-04-12,453,0.13153995584988962
2017-04-13,621,0.11419210950080516
2017-04-14,393,0.07896005089058525
2017-04-15,195,0.14300000000000002
2017-04-16,143,0.3137118881118881
2017-04-17,413,0.2262266343825666
2017-04-18,533,0.12501181988742963
2017-04-19,521,0.07308368522072936
2017-04-20,517,0.2982537717601548
2017-04-21,454,0.2829398678414097
2017-04-22,184,0.49314239130434784
2017-04-23,178,0.17620617977528089
2017-04-24,402,0.14756243781094527
2017-04-25,526,0.23110722433460076
2017-04-26,548,0.23930401459854014
2017-04-27,442,0.35664909502262443
2017-04-28,627,0.1706524720893142
2017-04-29,232,0.2598866379310345
2017-04-30,255,0.32872235294117647
2017-05-01,953,0.4223523609653725
2017-05-02,1361,-0.0014831006612784775
2017-05-03,1684,0.3066836698337292
2017-05-04,711,0.2875434599156118
2017-05-05,748,0.17870494652406418
2017-05-06,274,0.06959781021897811
2017-05-07,238,0.5789441176470589
2017-05-08,1262,0.5227179873217116
2017-05-09,896,0.1325859375
2017-05-10,693,0.13732193362193362
2017-05-11,571,0.2320676007005254
2017-05-12,820,0.2534717073170732
2017-05-13,277,0.2523638989169675
2017-05-14,223,0.9048681614349776
2017-05-15,566,-0.08625265017667842
2017-05-16,545,0.1289119266055046
2017-05-17,842,-0.01891342042755345
2017-05-18,534,0.10125692883895132
2017-05-19,441,1.832201814058957
2017-05-20,209,-0.4413799043062201
2017-05-21,195,0.3591820512820513
2017-05-22,529,0.2849429111531191
2017-05-23,545,0.22274311926605503
2017-05-24,527,0.09282068311195447
2017-05-25,365,0.15175917808219178
2017-05-26,481,0.169627027027027
2017-05-27,231,0.2975670995670996
2017-05-28,139,0.27930647482014387
2017-05-29,230,0.4564073913043478
2017-05-30,477,0.25202348008385744
2017-05-31,456,0.3323949561403509
2017-06-01,476,0.8118752100840335
2017-06-02,553,0.4055235081374322
2017-06-03,220,0.3164177272727273
2017-06-04,213,0.5249079812206573
2017-06-05,1412,0.1760743626062323
2017-06-06,1042,0.1586510556621881
2017-06-07,618,0.2735197411003236
2017-06-08,467,0.18387858672376875
2017-06-09,880,-0.028772613636363638
2017-06-10,298,0.16891040268456375
2017-06-11,257,0.05043385214007781
2017-06-12,1105,0.03313846153846154
2017-06-13,779,0.22477175866495508
2017-06-14,615,0.24318357723577233
2017-06-15,750,0.11666306666666668
2017-06-16,539,0.08335250463821893
2017-06-17,208,0.42271346153846157
2017-06-18,205,0.013826341463414646
2017-06-19,673,0.32137176820208024
